family,model,layer,head,n_compounds,relative_layer_depth,rho,p_two_sided,q_bh_within_model,bootstrap_ci_low,bootstrap_ci_high,bootstrap_negative_fraction,bootstrap_valid_resamples,upper_tail_compound_count
pythia,pythia-2.8b,23,18,49,0.75,0.0746938775510204,0.610000362411993,0.816736886911455,-0.21844988008542512,0.3781220008175782,0.3225,2000,5
pythia,pythia-2.8b,23,19,49,0.75,-0.012551020408163265,0.9317904413164899,0.9778932770176926,-0.2913417447657154,0.2777857719109593,0.526,2000,0
pythia,pythia-2.8b,23,20,49,0.75,0.07795918367346939,0.5944226728218318,0.8057435775705577,-0.2378547445841658,0.36442903355251555,0.299,2000,0
pythia,pythia-2.8b,23,21,49,0.75,-0.25173469387755104,0.08100679718876784,0.3256178033983893,-0.49024657512358755,0.04698970301976813,0.9525,2000,0
pythia,pythia-2.8b,23,22,49,0.75,-0.2273469387755102,0.11618363707020435,0.36833443162254464,-0.49764939637284067,0.0755984456849671,0.9285,2000,5
pythia,pythia-2.8b,23,23,49,0.75,-0.2826530612244898,0.0490881236855534,0.27007284715016056,-0.5504287924392716,0.021878110593427643,0.9655,2000,0
pythia,pythia-2.8b,23,24,49,0.75,-0.006530612244897959,0.9644782719082005,0.9877493793073807,-0.3211696045987962,0.337425714354002,0.5215,2000,0
pythia,pythia-2.8b,23,25,49,0.75,0.027959183673469386,0.848761370212838,0.9511186411573028,-0.2817068454051708,0.33256650124109677,0.4215,2000,8
pythia,pythia-2.8b,23,26,49,0.75,-0.04153061224489796,0.7769226145168432,0.9165076601238565,-0.3481964363193829,0.27884042822209665,0.6045,2000,0
pythia,pythia-2.8b,23,27,49,0.75,-0.22846938775510203,0.11434442745282086,0.36833443162254464,-0.5104407189692098,0.1002029784535344,0.9155,2000,1
pythia,pythia-2.8b,23,28,49,0.75,-0.3603061224489796,0.010987905829216018,0.14064519461396505,-0.6018675554861381,-0.08142723745273221,0.995,2000,2
pythia,pythia-2.8b,23,29,49,0.75,-0.5128571428571429,0.00016468564307206706,0.040448091395653106,-0.7072785726887142,-0.2516479729755687,1.0,2000,14
pythia,pythia-2.8b,23,30,49,0.75,-0.3543877551020408,0.012477512781186851,0.1498788896621457,-0.6017448333639089,-0.047077152024776185,0.9895,2000,3
pythia,pythia-2.8b,23,31,49,0.75,-0.13653061224489796,0.3495654043959909,0.6468983688268302,-0.3858897565046419,0.11236085741346953,0.846,2000,20
pythia,pythia-2.8b,24,0,49,0.78125,-0.2970408163265306,0.038205300884495134,0.24764280741554,-0.5468551700210126,-0.0007766092132605068,0.975,2000,0
pythia,pythia-2.8b,24,1,49,0.78125,-0.2612244897959184,0.06983346880315439,0.3074050411401519,-0.5078983238508823,0.018957481814591365,0.964,2000,0
pythia,pythia-2.8b,24,2,49,0.78125,-0.21979591836734694,0.12914618033071906,0.38022201903946906,-0.5126008949674753,0.10249310381601293,0.9135,2000,1
pythia,pythia-2.8b,24,3,49,0.78125,0.005204081632653061,0.9716903186367563,0.9879237396749454,-0.2804061965150662,0.3109087315053501,0.487,2000,0
pythia,pythia-2.8b,24,4,49,0.78125,0.029183673469387755,0.8422202371489861,0.9495942937061964,-0.28830389138122603,0.3327634102884864,0.4225,2000,2
pythia,pythia-2.8b,24,5,49,0.78125,0.06010204081632653,0.681641171745785,0.8655760911057586,-0.24847523345305406,0.3550421250065192,0.349,2000,3
pythia,pythia-2.8b,24,6,49,0.78125,-0.15448979591836734,0.2891944100229647,0.5690104394553906,-0.42355636697745985,0.1341685456226542,0.857,2000,0
pythia,pythia-2.8b,24,7,49,0.78125,-0.1626530612244898,0.26415058734975233,0.5418473586661586,-0.4495266091488284,0.15498570918059046,0.851,2000,0
pythia,pythia-2.8b,24,8,49,0.78125,-0.1879591836734694,0.1959034645498582,0.47491748981783805,-0.4121335036717978,0.06205924227190796,0.926,2000,0
pythia,pythia-2.8b,24,9,49,0.78125,0.058163265306122446,0.6913905286736224,0.867627330100232,-0.24250101925501003,0.33788572932009336,0.366,2000,1
pythia,pythia-2.8b,24,10,49,0.78125,-0.10928571428571429,0.45476513053296885,0.7424736825028063,-0.41447926260701906,0.21080945815793128,0.7585,2000,1
pythia,pythia-2.8b,24,11,49,0.78125,-0.26816326530612244,0.06246695018076479,0.3003527229029122,-0.5425795885535761,0.03068971885042415,0.961,2000,2
pythia,pythia-2.8b,24,12,49,0.78125,-0.1323469387755102,0.3646664869048644,0.661985219784475,-0.3908000377290627,0.14446647552220318,0.8325,2000,7
pythia,pythia-2.8b,24,13,49,0.78125,-0.02193877551020408,0.8810605894579352,0.9622504731281204,-0.3057329752398306,0.270339648551523,0.582,2000,0
pythia,pythia-2.8b,24,14,49,0.78125,-0.17469387755102042,0.2299270366835861,0.5074251844051555,-0.4179771225451166,0.09070261620051505,0.8965,2000,0
pythia,pythia-2.8b,24,15,49,0.78125,-0.052244897959183675,0.7214534894791504,0.8762375275739935,-0.3404872239703758,0.2327081308542751,0.626,2000,19
pythia,pythia-2.8b,24,16,49,0.78125,-0.20683673469387756,0.15388198751831608,0.41035196671550955,-0.4940130593488662,0.10523961798207294,0.8985,2000,0
pythia,pythia-2.8b,24,17,49,0.78125,-0.4296938775510204,0.002061516219154032,0.05967592321453325,-0.6468719358966473,-0.17212841107187343,1.0,2000,9
pythia,pythia-2.8b,24,18,49,0.78125,-0.3136734693877551,0.028181430245914775,0.2117974344456759,-0.5592081896141589,-0.020651538232702205,0.9815,2000,1
pythia,pythia-2.8b,24,19,49,0.78125,-0.24408163265306124,0.09100242984048487,0.33472158102247307,-0.49558592742891855,0.050692256548701214,0.9445,2000,2
pythia,pythia-2.8b,24,20,49,0.78125,-0.23989795918367346,0.09685850327742974,0.3443857894308613,-0.46368899934169777,0.029956923856068615,0.9575,2000,0
pythia,pythia-2.8b,24,21,49,0.78125,-0.0920408163265306,0.5293551782292498,0.7575321827564765,-0.355104072580286,0.18019739438367188,0.756,2000,0
pythia,pythia-2.8b,24,22,49,0.78125,0.10326530612244898,0.4801337228517487,0.7548655648940135,-0.21018603239775263,0.41668381364174123,0.2485,2000,0
pythia,pythia-2.8b,24,23,49,0.78125,-0.21683673469387754,0.13451228953962016,0.38022201903946906,-0.4497600441068373,0.04599076416450172,0.951,2000,2
pythia,pythia-2.8b,24,24,49,0.78125,-0.11979591836734693,0.41228332280418867,0.6914085689666172,-0.3949815742261588,0.17246529003251873,0.788,2000,7
pythia,pythia-2.8b,24,25,49,0.78125,-0.030918367346938775,0.8329717395677054,0.9485799169454298,-0.3211475738616478,0.26324111653110327,0.585,2000,4
pythia,pythia-2.8b,24,26,49,0.78125,-0.08346938775510204,0.568542898590928,0.7855062652032055,-0.39863049130586414,0.23711691105298913,0.694,2000,0
pythia,pythia-2.8b,24,27,49,0.78125,0.10673469387755102,0.46542427675462505,0.7464491222916356,-0.19258482583411518,0.38743168758781904,0.255,2000,0
pythia,pythia-2.8b,24,28,49,0.78125,-0.12948979591836735,0.3752024806976558,0.6670609317723123,-0.4118908537745574,0.1650881215183232,0.806,2000,0
pythia,pythia-2.8b,24,29,49,0.78125,-0.05704081632653061,0.6970577307773338,0.8679318048589371,-0.358163249586636,0.22708097540963737,0.6485,2000,7
pythia,pythia-2.8b,24,30,49,0.78125,0.10591836734693877,0.4688633549394336,0.7464491222916356,-0.18890967988159885,0.40336638566344485,0.2515,2000,1
pythia,pythia-2.8b,24,31,49,0.78125,0.025306122448979593,0.8629678783138739,0.9511186411573028,-0.26266964520333497,0.31102539212180025,0.4435,2000,2
pythia,pythia-2.8b,25,0,49,0.8125,0.06448979591836734,0.6597679352787549,0.8547600780939335,-0.2917619850207898,0.4164822296129206,0.3625,2000,2
pythia,pythia-2.8b,25,1,49,0.8125,0.10285714285714286,0.48188021777027035,0.7548655648940135,-0.21509441802893703,0.41785181705389657,0.27,2000,7
pythia,pythia-2.8b,25,2,49,0.8125,-0.10132653061224489,0.48845924357420833,0.7548655648940135,-0.4031389182248181,0.2004164602867693,0.7445,2000,9
pythia,pythia-2.8b,25,3,49,0.8125,-0.4962244897959184,0.00028772087878928146,0.040448091395653106,-0.6813657356817953,-0.2503385848978086,0.9995,2000,0
pythia,pythia-2.8b,25,4,49,0.8125,0.09183673469387756,0.5302725279295335,0.7575321827564765,-0.23713807833495573,0.3920302227549965,0.276,2000,3
pythia,pythia-2.8b,25,5,49,0.8125,-0.3233673469387755,0.023426454836772744,0.20823515410464663,-0.5554780723847904,-0.046026049804907994,0.987,2000,3
pythia,pythia-2.8b,25,6,49,0.8125,-0.4386734693877551,0.001616405380510113,0.05967592321453325,-0.6508949603184947,-0.17160093285308345,0.9995,2000,0
pythia,pythia-2.8b,25,7,49,0.8125,-0.1620408163265306,0.26597701858974077,0.5421187640045672,-0.4401807649264793,0.12396263856913617,0.854,2000,4
pythia,pythia-2.8b,25,8,49,0.8125,-0.09459183673469387,0.5179546139729564,0.7575321827564765,-0.3591355613272676,0.21080305889620232,0.7465,2000,1
pythia,pythia-2.8b,25,9,49,0.8125,-0.3003061224489796,0.036034655257751,0.24023103505167334,-0.5357493379825752,-0.014883617001468454,0.981,2000,4
pythia,pythia-2.8b,25,10,49,0.8125,0.17581632653061224,0.22690004523283125,0.5060507716461972,-0.13813382205568475,0.49001988050774276,0.138,2000,0
pythia,pythia-2.8b,25,11,49,0.8125,-0.03183673469387755,0.8280844343418956,0.9463822106764521,-0.3376313732953638,0.2569762720680683,0.577,2000,0
pythia,pythia-2.8b,25,12,49,0.8125,0.23285714285714285,0.10736695179119884,0.35788983930399615,-0.062046145145172954,0.49810491342671515,0.06,2000,12
pythia,pythia-2.8b,25,13,49,0.8125,-0.2807142857142857,0.05073018314090983,0.27007284715016056,-0.5589327709951057,0.024197160350603257,0.972,2000,0
pythia,pythia-2.8b,25,14,49,0.8125,-0.09581632653061224,0.5125263437953705,0.7557992166567676,-0.4126520535646963,0.2294864628464916,0.726,2000,1
pythia,pythia-2.8b,25,15,49,0.8125,-0.19622448979591836,0.17660206056178915,0.43922227167746625,-0.4774521508034129,0.0919592682770242,0.909,2000,0
pythia,pythia-2.8b,25,16,49,0.8125,-0.12306122448979592,0.39956454354729054,0.683746812487342,-0.43932342248783024,0.2359956836762421,0.7565,2000,1
pythia,pythia-2.8b,25,17,49,0.8125,-0.045408163265306126,0.7567043660238333,0.8968348041763949,-0.33105613858355515,0.24778899044147298,0.63,2000,0
pythia,pythia-2.8b,25,18,49,0.8125,0.09795918367346938,0.5030964185657981,0.7552933524120352,-0.2265050105301573,0.4035822577934219,0.281,2000,0
pythia,pythia-2.8b,25,19,49,0.8125,-0.1076530612244898,0.46157158760108424,0.7464491222916356,-0.4024353470305632,0.19696132084306955,0.7515,2000,0
pythia,pythia-2.8b,25,20,49,0.8125,-0.01683673469387755,0.9085856609737039,0.975892619368346,-0.3216389465921409,0.29599250248641573,0.5255,2000,4
pythia,pythia-2.8b,25,21,49,0.8125,0.1060204081632653,0.46843272753490145,0.7464491222916356,-0.1751094307544581,0.37887173497105875,0.2475,2000,0
pythia,pythia-2.8b,25,22,49,0.8125,0.3407142857142857,0.016593477892546664,0.15617390957690977,0.05897386068381554,0.606806829955293,0.0075,2000,0
pythia,pythia-2.8b,25,23,49,0.8125,-0.2490816326530612,0.08436929824566022,0.3256178033983893,-0.5278565956850978,0.08211286716959973,0.93,2000,0
pythia,pythia-2.8b,25,24,49,0.8125,-0.31244897959183676,0.028835624781279462,0.2117974344456759,-0.5515038331383594,-0.03354943806781414,0.9855,2000,2
pythia,pythia-2.8b,25,25,49,0.8125,-0.10122448979591837,0.4888995049208064,0.7548655648940135,-0.41991250164335103,0.255614476866943,0.7265,2000,0
pythia,pythia-2.8b,25,26,49,0.8125,-0.2163265306122449,0.13545409428281086,0.38022201903946906,-0.45789412297922477,0.0641222953605997,0.934,2000,0
pythia,pythia-2.8b,25,27,49,0.8125,-0.22387755102040816,0.1220107804749679,0.36833443162254464,-0.47314711670233806,0.056384123474069466,0.9395,2000,1
pythia,pythia-2.8b,25,28,49,0.8125,-0.24418367346938777,0.0908631208417909,0.33472158102247307,-0.5448565601171077,0.07031485530043567,0.934,2000,5
pythia,pythia-2.8b,25,29,49,0.8125,0.1573469387755102,0.28025882769312827,0.5605176553862565,-0.13964711865954643,0.44518623287317405,0.151,2000,0
pythia,pythia-2.8b,25,30,49,0.8125,0.012142857142857143,0.9340036537475166,0.9778932770176926,-0.2887024338697655,0.3174473437353471,0.4605,2000,0
pythia,pythia-2.8b,25,31,49,0.8125,-0.013979591836734693,0.9240483239644027,0.975892619368346,-0.29723896431073255,0.2724068011028094,0.53,2000,0
pythia,pythia-2.8b,26,0,49,0.84375,-0.12020408163265306,0.41068089458075946,0.6914085689666172,-0.39668665259173275,0.17214317918179664,0.784,2000,0
pythia,pythia-2.8b,26,1,49,0.84375,-0.2110204081632653,0.1455428932188237,0.39806603273524427,-0.49198258651156257,0.1090414925814838,0.904,2000,1
pythia,pythia-2.8b,26,2,49,0.84375,0.01489795918367347,0.9190748773918307,0.975892619368346,-0.2699793460753265,0.294907273707008,0.457,2000,0
pythia,pythia-2.8b,26,3,49,0.84375,-0.12051020408163265,0.4094814263081634,0.6914085689666172,-0.41192089004092824,0.19181905131173513,0.7885,2000,0
pythia,pythia-2.8b,26,4,49,0.84375,-0.16377551020408163,0.26082391112631337,0.5418473586661586,-0.44770229428442965,0.12933087652356137,0.859,2000,7
pythia,pythia-2.8b,26,5,49,0.84375,-0.02642857142857143,0.8569519296055901,0.9511186411573028,-0.3326193081314054,0.2685385218858238,0.5605,2000,1
pythia,pythia-2.8b,26,6,49,0.84375,-0.23622448979591837,0.10223715470962631,0.3511072730235331,-0.48047762931299653,0.048076396036713535,0.9515,2000,9
pythia,pythia-2.8b,26,7,49,0.84375,-0.12663265306122448,0.3859183902303507,0.6708770485918715,-0.416599323850551,0.1681166477331609,0.7945,2000,5
pythia,pythia-2.8b,26,8,49,0.84375,-0.2253061224489796,0.11958516365936006,0.36833443162254464,-0.46796163965869386,0.07795309309517164,0.94,2000,0
pythia,pythia-2.8b,26,9,49,0.84375,-0.47122448979591836,0.0006320014280570798,0.040448091395653106,-0.6817341327773496,-0.2056495638855418,1.0,2000,3
pythia,pythia-2.8b,26,10,49,0.84375,-0.16418367346938775,0.25962119386915583,0.5418473586661586,-0.43010188112162545,0.11166919500965602,0.882,2000,0
pythia,pythia-2.8b,26,11,49,0.84375,-0.1036734693877551,0.47839057302300164,0.7548655648940135,-0.373186053432726,0.18489465981895092,0.7585,2000,0
pythia,pythia-2.8b,26,12,49,0.84375,-0.20204081632653062,0.16386773426907597,0.4195013997288345,-0.47820568982610184,0.10229698760884029,0.903,2000,0
pythia,pythia-2.8b,26,13,49,0.84375,-0.0017346938775510204,0.9905617357613894,0.9936669449644031,-0.3032009434013995,0.30795493758521847,0.5135,2000,0
pythia,pythia-2.8b,26,14,49,0.84375,0.14214285714285715,0.3299212846750108,0.6284214946190682,-0.17615789939228182,0.4238316927028619,0.178,2000,0
pythia,pythia-2.8b,26,15,49,0.84375,0.2788775510204082,0.052326614135343605,0.27007284715016056,-0.003663326180882163,0.5215329975708588,0.027,2000,2
pythia,pythia-2.8b,26,16,49,0.84375,-0.25204081632653064,0.08062568932960305,0.3256178033983893,-0.5089639038852791,0.037348516657722715,0.953,2000,0
pythia,pythia-2.8b,26,17,49,0.84375,-0.18224489795918367,0.21009346702030096,0.4871732568586689,-0.47323465592982644,0.15468264112571067,0.8805,2000,0
pythia,pythia-2.8b,26,18,49,0.84375,-0.3707142857142857,0.008737209416470127,0.12303166575114619,-0.6157857959025439,-0.08153406285182638,0.9915,2000,0
pythia,pythia-2.8b,26,19,49,0.84375,-0.13714285714285715,0.34738818205491057,0.6468983688268302,-0.4303583141483728,0.1607734086791919,0.827,2000,2
pythia,pythia-2.8b,26,20,49,0.84375,-0.3190816326530612,0.025438235723780955,0.2117974344456759,-0.6053208588245608,-0.017976483012949622,0.979,2000,0
pythia,pythia-2.8b,26,21,49,0.84375,-0.14979591836734693,0.30427311444086724,0.5865505820546838,-0.4229462173346522,0.14865194860886213,0.8355,2000,0
pythia,pythia-2.8b,26,22,49,0.84375,-0.0626530612244898,0.6688912550471174,0.8630854903833773,-0.35770185757960604,0.2546791122767172,0.632,2000,0
pythia,pythia-2.8b,26,23,49,0.84375,-0.06193877551020408,0.6724521190466312,0.8641954943571163,-0.35256006399324724,0.2482646231999324,0.6605,2000,0
pythia,pythia-2.8b,26,24,49,0.84375,-0.007244897959183674,0.9605959901710166,0.9877493793073807,-0.28024502959383346,0.2646931032305475,0.502,2000,0
pythia,pythia-2.8b,26,25,49,0.84375,0.12346938775510204,0.3979909228510463,0.683746812487342,-0.15848501725033892,0.3814872284522071,0.1955,2000,0
pythia,pythia-2.8b,26,26,49,0.84375,-0.23744897959183672,0.1004193069313523,0.3492845458481819,-0.5153425765826732,0.06576914574212551,0.9425,2000,0
pythia,pythia-2.8b,26,27,49,0.84375,-0.21724489795918367,0.1337623795307114,0.38022201903946906,-0.49913305334126057,0.07054876393765704,0.932,2000,11
pythia,pythia-2.8b,26,28,49,0.84375,-0.020714285714285713,0.8876551780906027,0.9661552958809282,-0.3581434229887071,0.30180386253143354,0.55,2000,0
pythia,pythia-2.8b,26,29,49,0.84375,-0.3107142857142857,0.029784014218923176,0.2117974344456759,-0.5557755115425103,-0.017402981444547144,0.982,2000,0
pythia,pythia-2.8b,26,30,49,0.84375,-0.1579591836734694,0.2783679371616918,0.5602373578096942,-0.438939730068053,0.1547323847123866,0.8465,2000,0
pythia,pythia-2.8b,26,31,49,0.84375,0.2543877551020408,0.07775047458691466,0.3256178033983893,-0.03006427426637203,0.5135151077143246,0.041,2000,0
pythia,pythia-2.8b,27,0,49,0.875,-0.0019387755102040817,0.9894514110435003,0.9936669449644031,-0.3226360367638486,0.3219413500944729,0.503,2000,1
pythia,pythia-2.8b,27,1,49,0.875,0.03612244897959184,0.8053649164422393,0.930385463037966,-0.28412094985065267,0.32734606083050155,0.4135,2000,0
pythia,pythia-2.8b,27,2,49,0.875,-0.10938775510204081,0.4543415518978659,0.7424736825028063,-0.3867474158845316,0.18042804608630852,0.7735,2000,1
pythia,pythia-2.8b,27,3,49,0.875,-0.24928571428571428,0.08410682609004097,0.3256178033983893,-0.4992776762916708,0.026562292912005202,0.96,2000,0
pythia,pythia-2.8b,27,4,49,0.875,0.04836734693877551,0.7413815584513683,0.8852317115837233,-0.24425199264255057,0.33538501684029803,0.364,2000,1
pythia,pythia-2.8b,27,5,49,0.875,0.14295918367346938,0.3271227514180361,0.6268220386453386,-0.13963390215258178,0.412913854457959,0.173,2000,2
pythia,pythia-2.8b,27,6,49,0.875,-0.11387755102040817,0.43591854820287856,0.7227665047923375,-0.38194609167976,0.1791701852125828,0.792,2000,2
pythia,pythia-2.8b,27,7,49,0.875,0.05173469387755102,0.7240655002380706,0.8762375275739935,-0.24627024721528276,0.3453368404923641,0.3675,2000,5
pythia,pythia-2.8b,27,8,49,0.875,-0.26418367346938776,0.06661169846351953,0.3074050411401519,-0.5150958625740526,0.025571475907401102,0.9645,2000,7
pythia,pythia-2.8b,27,9,49,0.875,-0.343265306122449,0.01574817443916857,0.15270957031921037,-0.6032047083474882,-0.054572839946241104,0.987,2000,28
pythia,pythia-2.8b,27,10,49,0.875,0.08479591836734694,0.5623913723665851,0.7855062652032055,-0.21306655798458232,0.3636681825149455,0.2935,2000,27
pythia,pythia-2.8b,27,11,49,0.875,-0.20816326530612245,0.15120070858533763,0.4093522379029489,-0.4741748828484952,0.08375842954918217,0.915,2000,1
pythia,pythia-2.8b,27,12,49,0.875,-0.0836734693877551,0.5675944873027767,0.7855062652032055,-0.37396704333653485,0.2553523251175694,0.7055,2000,0
pythia,pythia-2.8b,27,13,49,0.875,-0.3019387755102041,0.0349880950804064,0.23821681756872443,-0.5675902270998457,0.0013093515626009793,0.973,2000,3
pythia,pythia-2.8b,27,14,49,0.875,-0.26816326530612244,0.06246695018076479,0.3003527229029122,-0.5073140692950998,0.007443077045282846,0.9715,2000,1
pythia,pythia-2.8b,27,15,49,0.875,-0.2076530612244898,0.1522278634701591,0.4093522379029489,-0.46151930601608016,0.08365099212419877,0.924,2000,1
pythia,pythia-2.8b,27,16,49,0.875,-0.1633673469387755,0.2620303517686218,0.5418473586661586,-0.45651407551218515,0.1508060832303037,0.8435,2000,0
pythia,pythia-2.8b,27,17,49,0.875,-0.10653061224489796,0.4662827721821925,0.7464491222916356,-0.40120206717765067,0.17118887237469466,0.7575,2000,0
pythia,pythia-2.8b,27,18,49,0.875,-0.34622448979591836,0.01481379780502956,0.15270957031921037,-0.5559584566082666,-0.07422564608183453,0.995,2000,0
pythia,pythia-2.8b,27,19,49,0.875,-0.02642857142857143,0.8569519296055901,0.9511186411573028,-0.32078075539079876,0.2743960794977786,0.5465,2000,1
pythia,pythia-2.8b,27,20,49,0.875,0.06591836734693877,0.6527056322991759,0.8490479769745377,-0.23901046298669,0.3805984608074312,0.339,2000,1
pythia,pythia-2.8b,27,21,49,0.875,-0.21326530612244898,0.14120869290008053,0.3895412217933256,-0.4671897343409513,0.06376210272836698,0.9335,2000,0
pythia,pythia-2.8b,27,22,49,0.875,0.17785714285714285,0.221467118955388,0.5032320082083607,-0.1371414658307777,0.47609181776804094,0.128,2000,2
pythia,pythia-2.8b,27,23,49,0.875,-0.05928571428571429,0.6857400077415793,0.8673391402265035,-0.344995401594114,0.24762739904783984,0.628,2000,0
pythia,pythia-2.8b,27,24,49,0.875,0.1639795918367347,0.260222087182373,0.5418473586661586,-0.12506505191220846,0.43033952812386433,0.1435,2000,8
pythia,pythia-2.8b,27,25,49,0.875,-0.00040816326530612246,0.9977791845986661,0.9977791845986661,-0.2816599239935363,0.2874272654466086,0.5055,2000,0
pythia,pythia-2.8b,27,26,49,0.875,-0.26683673469387753,0.06382495361686884,0.3003527229029122,-0.5297118010772041,0.03873485708522012,0.9615,2000,0
pythia,pythia-2.8b,27,27,49,0.875,-0.3160204081632653,0.026962124915399923,0.2117974344456759,-0.5343051485273692,-0.049061918804120495,0.992,2000,4
pythia,pythia-2.8b,27,28,49,0.875,-0.22020408163265306,0.12841883957542768,0.38022201903946906,-0.4819750493017805,0.07729309915351187,0.927,2000,27
pythia,pythia-2.8b,27,29,49,0.875,-0.004591836734693878,0.9750197459135169,0.9879237396749454,-0.2854406045269451,0.2846945469017712,0.4875,2000,0
pythia,pythia-2.8b,27,30,49,0.875,-0.02489795918367347,0.8651574224670754,0.9511186411573028,-0.3109449296483605,0.2878697462167182,0.565,2000,0
pythia,pythia-2.8b,27,31,49,0.875,0.12846938775510205,0.3790089933257571,0.6670609317723123,-0.16957905032534526,0.41994215670373475,0.193,2000,5
pythia,pythia-2.8b,28,0,49,0.90625,0.11969387755102041,0.41268448960194964,0.6914085689666172,-0.16597371313172254,0.3769644295449222,0.194,2000,5
pythia,pythia-2.8b,28,1,49,0.90625,-0.4739795918367347,0.0005811920715962021,0.040448091395653106,-0.6892044212780138,-0.20267322496428936,0.999,2000,28
pythia,pythia-2.8b,28,2,49,0.90625,-0.2925510204081633,0.04136448113688794,0.25722592547562345,-0.5616058954153375,0.013835540692121645,0.97,2000,12
pythia,pythia-2.8b,28,3,49,0.90625,-0.15857142857142856,0.27648546742647423,0.5599705669396947,-0.4415908935202506,0.1431896664456017,0.8515,2000,0
pythia,pythia-2.8b,28,4,49,0.90625,-0.009795918367346938,0.9467386997947623,0.9844580917759769,-0.306291514071421,0.29467076917324675,0.5345,2000,1
pythia,pythia-2.8b,28,5,49,0.90625,-0.4089795918367347,0.003525795890906756,0.06332611546035748,-0.6499128738734083,-0.16592427620009423,0.9995,2000,0
pythia,pythia-2.8b,28,6,49,0.90625,-0.348265306122449,0.01419730161519808,0.15270957031921037,-0.584967243798619,-0.059514232052275885,0.989,2000,0
pythia,pythia-2.8b,28,7,49,0.90625,-0.2602040816326531,0.0709726877220228,0.3074050411401519,-0.5154280721935459,0.03543556188455399,0.957,2000,0
pythia,pythia-2.8b,28,8,49,0.90625,-0.1863265306122449,0.19988647534970938,0.47734083665602234,-0.4798163302923568,0.13525834192399128,0.8755,2000,0
pythia,pythia-2.8b,28,9,49,0.90625,-0.0936734693877551,0.5220446133896406,0.7575321827564765,-0.3788405752820678,0.22631259369702403,0.7135,2000,0
pythia,pythia-2.8b,28,10,49,0.90625,-0.24275510204081632,0.0928286077697601,0.3375585737082185,-0.4604074292124105,0.013603465923643322,0.968,2000,0
pythia,pythia-2.8b,28,11,49,0.90625,-0.23551020408163265,0.10330920606976628,0.3511072730235331,-0.48720235772101356,0.054905983278457346,0.9485,2000,0
pythia,pythia-2.8b,28,12,49,0.90625,-0.15316326530612245,0.29340550215931865,0.569028852672618,-0.43582274904235085,0.15305062216212456,0.8365,2000,0
pythia,pythia-2.8b,28,13,49,0.90625,-0.3790816326530612,0.007228352832159082,0.1156536453145453,-0.6024873420691761,-0.12485111125833219,0.9995,2000,0
pythia,pythia-2.8b,28,14,49,0.90625,-0.0976530612244898,0.5044380972294269,0.7552933524120352,-0.39821178159341447,0.23077081095555055,0.7445,2000,0
pythia,pythia-2.8b,28,15,49,0.90625,0.20091836734693877,0.1662715489753924,0.42227694977877434,-0.08905589721876879,0.4602960971281401,0.0875,2000,9
pythia,pythia-2.8b,28,16,49,0.90625,-0.29020408163265304,0.04309919811137138,0.25722592547562345,-0.5166799662963649,-0.014058074246088537,0.98,2000,0
pythia,pythia-2.8b,28,17,49,0.90625,-0.3692857142857143,0.00902032734887647,0.12303166575114619,-0.6002070269964389,-0.09209152833627932,0.997,2000,1
pythia,pythia-2.8b,28,18,49,0.90625,-0.0923469387755102,0.5279806197130811,0.7575321827564765,-0.3785212501556293,0.20270128082475752,0.7245,2000,0
pythia,pythia-2.8b,28,19,49,0.90625,-0.21948979591836734,0.12969371460562795,0.38022201903946906,-0.4645484266448713,0.054425669326521486,0.9445,2000,0
pythia,pythia-2.8b,28,20,49,0.90625,-0.03948979591836735,0.7876237704189393,0.9165076601238565,-0.3338570406703454,0.24887636267167695,0.5805,2000,0
pythia,pythia-2.8b,28,21,49,0.90625,-0.24744897959183673,0.08649222902769715,0.3256178033983893,-0.5051777766873392,0.04112029476174974,0.9545,2000,1
pythia,pythia-2.8b,28,22,49,0.90625,-0.3436734693877551,0.015616386476987177,0.15270957031921037,-0.5919710417830624,-0.044431411104810165,0.987,2000,0
pythia,pythia-2.8b,28,23,49,0.90625,0.006224489795918367,0.9661423616350318,0.9877493793073807,-0.27515971342975537,0.29789087566410766,0.489,2000,3
pythia,pythia-2.8b,28,24,49,0.90625,-0.13193877551020408,0.3661605746932877,0.661985219784475,-0.41944161737901275,0.15998494263717597,0.8045,2000,7
pythia,pythia-2.8b,28,25,49,0.90625,-0.36826530612244895,0.009227374931335963,0.12303166575114619,-0.5812447146195758,-0.11539657973214958,0.9975,2000,0
pythia,pythia-2.8b,28,26,49,0.90625,-0.08122448979591837,0.5790234834517424,0.7952253849981011,-0.35708121282966054,0.21389190014961465,0.712,2000,0
pythia,pythia-2.8b,28,27,49,0.90625,0.01663265306122449,0.9096890941746522,0.975892619368346,-0.2677111107893346,0.3205476691876608,0.4475,2000,0
pythia,pythia-2.8b,28,28,49,0.90625,-0.43448979591836734,0.0018118514896353867,0.05967592321453325,-0.6523960591846255,-0.16363942625636346,0.9995,2000,19
pythia,pythia-2.8b,28,29,49,0.90625,-0.029183673469387755,0.8422202371489861,0.9495942937061964,-0.337983716700765,0.27749592717540755,0.5795,2000,0
pythia,pythia-2.8b,28,30,49,0.90625,-0.2830612244897959,0.048747987515398085,0.27007284715016056,-0.5360371974202853,-0.007072702507315353,0.977,2000,0
